"39%","XP (before v21.0)","XP","Puzzle_ID:Puzzle_name","Author","Size","Category 1","Category 2","Puzzle type","Added"
"","3997","3664","[#183928:Galaxy Girl]","K0rv0","80x80","Fiction","","","319"
"","3204","2937","[#93518:awin]","sia02","80x80","Anime","Fantasy","","320"
"","3501","3501","[#115896:Parcifal (Jean Delville)]","Marianne1979","80x80","Painting","Horoscope","","321"
"","3495","3495","[#118094:Fire-breathing dragon]","kseenesis","80x80","Dragons","Photorealism","","322"
"","3245","2975","[#140996:Ekko]","Spike","80x80","Cartoon","Video","","323"
"","3827","3509","[#145658:Pomeranian]","izi","80x80","Dogs","Photorealism","","324"
"","3660","3660","[#159551:Lava Dragon]","AshenThrone","80x80","Dragons","","","325"
"","4283","3953","[#167228:Portrait002 - Adam]","PaulR","80x80","People","Photorealism","","326"
"","3861","3564","[#177349:Bug infested room]","notillus","80x80","Insects","Houses","","327"
"","3837","3541","[#100337:Chapel]","L E B lll A","80x80","Nature","Houses","","328"
"","3063","2827","[#146717:Tanjiro]","the agreste","80x80","Anime","","","329"
"","3011","3011","[#153735:A bird's life 3]","Kptn","80x80","Birds","","","330"
"","4118","3775","[#159221:Experiment 379 (Hard)]","AshenThrone","80x80","Fiction","Unreal","","331"
"","3597","3320","[#166598:Worlds Apart]","Kimberly Edens","80x80","Fantasy","Plants","","332"
"","3050","2815","[#178623:Ran]","the agreste","80x80","Anime","Music","","333"
"","3954","3954","[#181940:SIRANUI(Okami)]","siranui","80x80","Video","Unreal","","334"
"","3806","3489","[#182575:Arara bleu]","iceeydasartes","80x80","Birds","","","335"
"","3898","3573","[#87315:Kids art]","Sweet85","80x80","Nature","Painting","","336"
"","3248","3248","[#141603:Sloth]","izi","80x80","Animals","Photorealism","","337"
"","3696","3388","[#184782:Robert Redfor]","the agreste","80x80","Movies","People","","338"
"","3488","3220","[#188125:Project Sekai]","sskun","80x80","Love","Music","","339"
"","4309","3950","[#113097:Lace(Silksong)]","Jexabiel","80x80","Video","Unreal","","340"
"","4152","3806","[#98359:Sheena(cut)(Contra:Hard-Corps)]","guiroliang","80x80","Video","","","341"
"","3462","3173","[#181995:David Bowie]","the agreste","80x80","People","Music","","342"
"","4103","3761","[#101333:Awaken, my Love! - Childish Gambino]","chilvo","80x80","Painting","Music","","343"
"","3984","3652","[#183453:Awake - Dream Theater]","DGTheMii","80x80","Symbols","Music","","344"
"","5099","5099","[#137335:Ribbon candy]","kristin1973","80x80","Holidays","Food","","345"
"","3173","3173","[#42294:Rooster]","Alexroma5","80x80","Birds","","","346"
"","3363","3083","[#169760:ONE PIECE - NIKA]","ayakasumiria","80x80","Anime","","","347"
"","3615","3615","[#169767:Woven Together 8 - Precious Metals]","AshenThrone","80x80","Designs","","","348"
"","3253","2982","[#169625:Hot Pants]","Robin111","80x80","Anime","","","349"
"","3229","3229","[#170153:Squares for Sara 3]","sanote","80x80","Designs","","","350"
"","3626","3626","[#170196:Slipping into High Heels]","Luke79","80x80","Photorealism","Clothes","","351"
"","3367","3367","[#91999:Book - Fire]","Schaetzli","80x80","Fantasy","","","352"
"","3962","3962","[#30919:Glorious Knight]","LordHircine98","80x80","Fantasy","People","","353"
"","3282","3282","[#72700:Purple mountain majesty]","Zipfish","80x80","Designs","","","354"
"","3290","3290","[#169035:Electrifying wolf]","RNKT16","80x80","Fantasy","Animals","","355"
"","3678","3372","[#145648:Saint Bernard]","izi","80x80","Dogs","Photorealism","","356"
"","4158","3812","[#162933:Pit Lord]","AshenThrone","80x80","Video","Unreal","","357"
"","3961","3631","[#192500:Adult star(Georgie Lyall]","meowing","80x80","Movies","People","","358"
"","3858","3858","[#109518:Creepy Thing - 3.14]","Schaetzli","80x80","Unreal","","","359"
"","3369","3369","[#130685:Tea with lemon]","L E B lll A","80x80","Painting","Food","","360"
"","3768","3768","[#152062:Phoenicurus ochruros]","Sophie12","80x80","Birds","","","361"
"","4123","4123","[#168431:Mosaic 9]","aging69","80x80","Designs","","","362"
"","3461","3461","[#192538:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","363"
"","3599","3599","[#168439:Attacus Atlas]","akjaZ","80x80","Insects","Photorealism","","364"
"","4085","3745","[#141776:Kurt Cobain]","izi","80x80","People","Photorealism","","365"
"","3250","2979","[#191456:Astarion Baldurs gate]","GravelEatr","70x80","Video","Fantasy","","366"
"","4662","4662","[#167881:Woven Together 7]","AshenThrone","80x80","Designs","","","367"
"","3651","3347","[#192591:Bimbo]","meowing","80x80","Cartoon","People","","368"
"","4656","4298","[#114254:Firebird]","bivot24","80x80","Unreal","Birds","","369"
"","4124","3781","[#164663:Scrooge]","kristin1973","80x80","People","Photorealism","","370"
"","4264","3908","[#165459:Leaf]","SleepDream","80x80","Plants","","","371"
"","3115","3115","[#165976:Squares 10]","Lolly","80x80","Designs","","","372"
"","3625","3625","[#165917:Pyrrhus]","DCLeadboot","80x80","Dragons","","","373"
"","4148","4148","[#165952:Jokull]","DCLeadboot","80x80","Dragons","","","374"
"","3061","2806","[#192955:Jojo's Bizarre Adventur - DIO]","ayakasumiria","80x80","Anime","","","375"
"","4628","4628","[#162125:Goalkeeper]","Chunya91","80x80","People","Sport","","376"
"","3540","3540","[#146773:Audrey]","kristin1973","80x80","People","","","377"
"","3334","3334","[#162629:Woven Together 6]","AshenThrone","80x80","Designs","","","378"
"","3735","3735","[#162993:Patchwork]","Schmidty86","80x80","Designs","","","379"
"","4081","3740","[#193181:cross-stitch]","cross_stitch","80x80","Animals","","","380"
"","3035","3035","[#115337:Final Fantasy VII: Sephiroth]","Fenrisulfr","63x80","Video","Fantasy","","381"
"","3426","3426","[#162428:Nagisa Furukawa]","PoulpoGaz","80x80","Anime","","","382"
"","3318","3318","[#178870:Shulk 2]","ohihi","80x80","Anime","Video","","383"
"","3027","3027","[#132802:Strawberry]","Musya24","80x80","Plants","Photorealism","","384"
"","3248","3248","[#175878:Woven Together 10]","AshenThrone","80x80","Designs","","","385"
"","3324","3324","[#159766:Woven Together 3 - Elastic Heart]","AshenThrone","80x80","Designs","Love","","386"
"","3267","3267","[#161164:Neo Rainbow Road]","AshenThrone","80x80","Designs","","","387"
"","3022","3022","[#155817:Dragon Ball]","nubogalalakon","80x80","Anime","","","388"
"","3910","3584","[#162136:The Original Pennywise the Clown]","kristin1973","80x80","Movies","Unreal","","389"
"","3867","3867","[#118602:Unicorn Gundam Unit 3 ""Phenex""]","unico0225","80x80","Anime","Fiction","","390"
"","3336","3336","[#92000:Book - Ice]","Schaetzli","80x80","Fantasy","","","391"
"","3269","2997","[#131167:Meteors]","Nono-Wawa","80x80","Space","","","392"
"","3033","2781","[#192869:Mellow beach]","ScintillantB","80x80","Nature","Twilight","","393"
"","3076","3076","[#169364:Cat in the garden 47]","Monak","80x80","Cats","Flowers","","394"
"","3522","3522","[#52685:Otogi spirit agents]","Auruven","80x80","Anime","Video","","395"
"","3147","2885","[#171909:ONE PIECE - ""Red-Heared Shanks]","ayakasumiria","80x80","Anime","Pirates","","396"
"","3099","3099","[#67259:A cactus]","Rhysenn","80x80","Plants","Photorealism","","397"
"","3255","2984","[#184932:Dance Fever]","Ahmad Hisham","80x80","People","Music","","398"
"","3058","2823","[#149069:Spider]","VampirSam","80x80","Insects","","","399"
"","3512","3512","[#117378:Snake]","Marianne1979","80x80","Animals","Painting","","400"
"","3279","3006","[#80621:One piece]","KOPOJIb","74x80","Anime","Ships","","401"
"","3040","2787","[#77823:SageKyuubiNaruto]","Lewy_Master","75x80","Anime","","","402"
"","4329","3968","[#185795:Flowers]","K0rv0","80x80","Flowers","","","403"
"","3257","3006","[#79003:Iron Maiden Trooper]","educhamp","80x80","Unreal","Music","","404"
"","3542","3542","[#184022:25E Chrom (SSBU)]","GravityGuava","65x80","Video","Fantasy","","405"
"","4152","4152","[#159073:Snake Among Roses]","AshenThrone","80x80","Animals","Flowers","","406"
"","3176","3176","[#115605:Eurovision Song Contest 2021 countries]","Vladimir Grachev","80x80","Flags","Music","","407"
"","3084","3084","[#117204:Squirrel]","Marianne1979","80x80","Animals","Painting","","408"
"","4286","3957","[#193102:Bimbo 6]","meowing","80x80","People","","","409"
"","3673","3390","[#90845:lightning runaway]","kazu-","80x80","Super","","","410"
"","3323","3323","[#183460:snow woman]","K3915","80x80","Unreal","Japan","","411"
"","3057","3057","[#81358:Lighthouse at night]","Marco818","80x80","Nature","","","412"
"","3869","3869","[#159606:Toppled Goblet]","AshenThrone","80x80","Food","Objects","None","413"
"","3297","3297","[#159237:Rombs]","Tatiana_vlg","80x80","Designs","","","414"
"","3054","3054","[#105740:Itadori yuuji]","kazu-","80x80","Anime","People","","415"
"","3222","3222","[#103705:Bonsai]","milli_s","80x80","Plants","Japan","","416"
"","3335","3335","[#101167:Wan Lang Tong Jia]","guiroliang","80x80","Video","Clothes","","417"
"","3735","3735","[#101161:Long Lin Suo Yi]","guiroliang","80x80","Video","Clothes","","418"
"","3031","3031","[#178826:Kimetsu]","satosa","80x70","Anime","","","419"
"","3373","3373","[#88554:R]","Alexroma5","80x80","Cartoon","Super","","420"
"","4919","4509","[#165931:Cherry Blossom]","BluePilot","79x79","Flowers","","","421"
"","4071","3732","[#79790:Farmcat Mysan]","Olleroev","77x80","Cats","Photorealism","","422"
"","3839","3519","[#139690:Summer cat]","L E B lll A","80x80","Cats","Flowers","","423"
"","3292","3292","[#180827:Cat]","Lisenok_chiffa","80x80","Cats","","","424"
"","3454","3166","[#186259:Doraemon]","K0rv0","80x80","Anime","Cats","","425"
"","3554","3554","[#187529:Cat]","K0rv0","80x80","Cats","","","426"
"","3765","3765","[#159087:Quilted]","AshenThrone","80x80","Designs","","","427"
"","4191","3841","[#159202:Containment Breach]","AshenThrone","80x80","Fiction","Unreal","","428"
"","3771","3771","[#159051:Mandala]","Elzuz","80x80","Designs","","","429"
"","3278","3278","[#159242:Blue Interlacing Rectangles (027)]","Stillfleet","80x80","Designs","","","430"
"","3686","3686","[#162632:Rainbow Spiral]","AshenThrone","80x80","Designs","","","431"
"","3121","3121","[#184571:Squares]","Nomase","80x80","Designs","","","432"
"","3742","3742","[#73966:Highway interchange]","Sapph","80x80","Transport","","","433"
"","3063","3063","[#144683:Monopoly]","DejaV","80x80","Games","","","434"
"","3603","3603","[#158433:Wow Frost Mage Emblem]","Vasakarat","80x80","Video","Fantasy","","435"
"","3332","3332","[#158420:Frostmourn]","Vasakarat","80x80","Games","Weapons","","436"
"","3297","3297","[#193387:Hongkong]","geriben","80x80","Houses","Around","","437"
"","3206","2939","[#158422:Wow Unholy Death Knight Emblem]","Vasakarat","80x80","Video","","","438"
"","3352","3073","[#136573:Love message]","Osoca","60x80","Flowers","Love","","439"
"","3202","3202","[#174784:Apollo 18 - They Might be Giants]","DGTheMii","80x80","Symbols","Music","","440"
"","3816","3816","[#158618:Cyanocitta cristata]","Sophie12","80x80","Birds","Photorealism","","441"
"","4512","4136","[#193140:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","442"
"","3248","3248","[#157946:Dark Disco]","BiasGlitter","80x80","Designs","","","443"
"","3205","2938","[#156153:Over lord Albedo]","dekappa","80x80","Anime","","","444"
"","3301","3301","[#158233:Rose]","Mike1955","80x80","Flowers","People","","445"
"","3139","3139","[#96569:Octopus]","DraKay","80x80","Fish","","","446"
"","3150","3150","[#162977:Squares]","Nomase","80x80","Designs","","","447"
"","4199","3849","[#152826:A Moon Shaped Pool - Radiohead]","DGTheMii","80x80","Symbols","Music","","448"
"","3375","3093","[#153642:RPG]","Ziu","80x80","Fiction","Symbols","","449"
"","3992","3659","[#193562:Tokyo University of Agriculture and Tech]","geriben","80x80","Houses","Japan","","450"
"","3630","3630","[#153812:colored carpet]","Nikkei","80x80","Designs","","","451"
"","3278","3278","[#154347:Cat in the garden 40]","Monak","80x80","Cats","Flowers","","452"
"","3082","3082","[#155628:Squares and squares]","Nomase","80x80","Designs","","","453"
"","3363","3363","[#152495:Animals & steampunk... and top hat 1]","Osoca","80x80","Fiction","Dragons","","454"
"","3277","3277","[#193241:Will]","Late555","80x80","Movies","Photorealism","","455"
"","3589","3290","[#150379:Purple Dragon]","Kia Kia","80x80","Dragons","","","456"
"","3091","2833","[#130875:Bouquet Of Lush Chrysanthemums]","KUKSYAA","73x80","Flowers","Painting","","457"
"","3665","3359","[#149428:Mermaid]","DraKay","80x80","Fantasy","Unreal","","458"
"","3523","3252","[#149554:Sniper Mask]","the agreste","80x80","Anime","","","459"
"","3728","3728","[#149836:Two-tailed Swallowtail]","Mike1955","80x80","Insects","","","460"
"","3341","3341","[#116546:Mandala Lion]","Marianne1979","80x80","Animals","Painting","","461"
"","3341","3341","[#193689:Blue & Gold on Black with Red Thread 073]","Stillfleet","80x80","Designs","","","462"
"","4233","4233","[#149264:Brilliant eye 2]","kristin1973","80x80","People","Photorealism","","463"
"","3202","3202","[#148427:Limpet seashell]","Mike1955","80x80","Fish","Photorealism","","464"
"","3339","3339","[#148717:Demon Slayer - Kimetsu no Yaiba]","fight4day","80x80","Anime","","","465"
"","4282","3953","[#148762:Eurovision Song Contest 2022 countries]","Vladimir Grachev","80x80","Flags","Music","","466"
"","3709","3709","[#148960:Velociraptor]","Kelpiekat","80x80","Animals","","","467"
"","3243","3243","[#148191:T-rex]","Jagarciabo","80x80","Animals","","","468"
"","3484","3484","[#96789:Potted groot]","DraKay","80x80","Cartoon","Unreal","","469"
"","3977","3977","[#104295:Michael Myers]","Dracob","80x80","Movies","Unreal","","470"
"","4415","4415","[#100652:Long Live the King]","Dracob","80x80","Movies","Super","","471"
"","3087","3087","[#36342:Guacamaya]","alleja","80x80","Birds","","","472"
"","3303","3303","[#147949:Easter Island-Chile]","sami","80x80","Photorealism","Around","","473"
"","3484","3216","[#146689:Rai Hino]","SelenaLynn","80x80","Kawaii","Anime","","474"
"","3963","3633","[#146925:CITY HUNTER RYO SAEBA]","NITORI","80x80","Anime","","","475"
"","3397","3397","[#147976:Cat in the garden 35]","Monak","80x80","Cats","Plants","","476"
"","4050","4050","[#145882:Symbol PT]","Desinho","80x80","Symbols","","","477"
"","4073","3734","[#193143:Pokemon Fusion]","FuryBreaker","72x80","Video","Super","","478"
"","3087","2829","[#187296:Liquid Tension Experiment 3]","DGTheMii","80x80","Symbols","Music","","479"
"","3577","3279","[#136926:interesting Paintings]","Octo","80x80","Fantasy","Painting","","480"
"","3567","3269","[#184545:kiana kaslana]","laixxn","80x80","Kawaii","Video","","481"
"","4192","3869","[#46143:Getafix & The Magic Potion]","minkimandola","80x80","Cartoon","","","482"
"","3666","3384","[#102311:Legend of Zelda - Link's Awakening]","Vincent091","80x80","Anime","Video","","483"
"","3763","3473","[#167722:Zebra]","El'ka","80x80","Cartoon","Animals","","484"
"","3861","3539","[#182473:Women in the woods]","emmm","80x80","People","Photorealism","","485"
"","3776","3462","[#131289:Wake-up Katie]","Nono-Wawa","80x80","People","","","486"
"","3920","3618","[#81348:Impossible dragon]","Marco818","80x80","Dragons","","","487"
"","3785","3785","[#56460:Vocaloid]","Auruven","80x80","Anime","Music","","488"
"","3000","3000","[#187603:Pokemon Fusion]","FuryBreaker","70x69","Video","Super","","489"
"","3327","3327","[#119675:Fox 1]","sia02","74x73","Animals","","","490"
"","3888","3564","[#145621:Border Collie]","izi","80x80","Dogs","Photorealism","","491"
"","3772","3458","[#144694:Dragon]","Kia Kia","80x80","Dragons","","","492"
"","3291","3291","[#144492:Butterflies in the garden 19]","Monak","80x80","Insects","Flowers","","493"
"","4031","3695","[#112618:Skull on fire]","skullgirl","69x80","Unreal","Painting","","494"
"","3639","3639","[#103601:Lotus]","L E B lll A","80x70","Insects","Flowers","","495"
"","3427","3427","[#183910:23 Gannondorf (SSBU)]","GravityGuava","80x80","Video","Fantasy","","496"
"","3025","3025","[#189016:67 King K. Rool (SSBU)]","GravityGuava","80x80","Video","","","497"
"","3002","2751","[#183769:21E Lucina (SSBU)]","GravityGuava","80x80","Video","","","498"
"","3297","3044","[#185085:Spiders]","Lisenok_chiffa","80x80","Insects","","","499"
"","3774","3774","[#141630:Regal Angelfish]","kristin1973","80x74","Fish","","","500"
"","3407","3123","[#160588:Wheatley (Portal 2)]","Late555","75x75","Video","","","501"
"","3441","3441","[#44481:Tayberries]","minkimandola","78x80","Plants","Around","","502"
"","3113","2854","[#27820:Chelsealogo]","Ninkazaya","80x80","Symbols","Sport","","503"
"","3706","3397","[#142741:Sailor Jerry tattoo 3]","kristin1973","80x80","People","Ships","","504"
"","3457","3169","[#143276:French Bulldog]","izi","80x80","Dogs","Photorealism","","505"
"","4297","3939","[#142376:Chihuahua]","izi","80x80","Dogs","Photorealism","","506"
"","3889","3565","[#142609:Loki]","the agreste","80x80","Movies","Photorealism","","507"
"","3468","3468","[#142637:Sailor Jerry tattoo 2]","kristin1973","80x80","People","Ships","","508"
"","3000","2750","[#142533:Sailor Jerry tattoo]","kristin1973","80x80","People","Ships","","509"
